样本ID,source_split,数据来源,音频路径,audio_exists_in_zip,原始标签,建议细分标签,映射训练场景,场景ID,场景名称,ASR状态,paraformer_hotword_status,paraformer_hotword_seconds,文本长度,质量评分(1-5),复核结论,建议接入,用途层级,风险标签,建议用途,AI精审结论,AI精审理由,AI建议用途,文本摘要,开场候选句,转写全文,备注/问题,处理日期,精品库序号
taf-0494,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00977/tts_fraud_00977.mp3,True,客服诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,9.4,497,5,可直接用,是,L3 精品精审库,权威冒充；恐惧施压；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，这里是某某银行的客服中心，我是客服代表小李。我们刚刚监测到您的账户，有异常交易，为了您的资金安全需要您配合，我们进行身份验证。请您提供一下开户时预留的手机号码好吗？你好，小李...,您好，这里是某某银行的客服中心，我是客服代表小李。我们刚刚监测到您的账户，有异常交易，为了您的资金安全需要您配合，我们进行身份验证。,您好，这里是某某银行的客服中心，我是客服代表小李。我们刚刚监测到您的账户，有异常交易，为了您的资金安全需要您配合，我们进行身份验证。请您提供一下开户时预留的手机号码好吗？你好，小李。然后我确实收到过这个短信，并竟和我的账户有异常交易。不过为了安全起见，我需要先确认一下你的身份。比如说你能提供一下工号或者客服热线吗？这样我就可以回拨确认，理解您的担心。不过为了确保您的账户安全，我们需要尽快处理这个问题。我的工号是一千二百三十四，您可以记录下来，但为了节省时间，避免账户再次发生异常交易。我建议我们就直接在线完成验证。您看可以吗？如果真的需要的话，我可以为您记录通话内容，以证明身份证理。不过还是希望先通过官方渠道确认一下，其实这样做也是为了我们双方的安全。你可以告诉我官方的客服热线吗？我这边打个电话确认一下。好的，我理解您的慎重。不过这可能会耽误时间。而且我们的系统已经核实过，您的账户确实存在风险。为了您的资金安全，建议我们尽快完成身份证证。如果您坚持，我可以提供客服热线，但请您务必尽快回拨，以免账户再次发生异常。交易客服热线是四百零零一百二十三四五六，您记下了吗？那我们接下来怎么做？,包含典型风险触发词,2026-06-27,100
taf-0860,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-2/tts_fraud_01254/tts_fraud_01254.mp3,True,彩票诈骗,彩票中奖诈骗,SC-05 虚假中奖,SC-05,虚假中奖,done,done,7.11,495,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；信息索取,随机开场/利益诱导话术/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,你好，恭喜你。那你中了我们这次彩票的大奖金是一百万，请先提供你的个人信息，我们需要进行核实。真的吗？我完全不知道我买了什么彩票，这真的是一百万的大奖，听起来太不可思议了，你们能告诉...,你好，恭喜你。那你中了我们这次彩票的大奖金是一百万，请先提供你的个人信息，我们需要进行核实。,你好，恭喜你。那你中了我们这次彩票的大奖金是一百万，请先提供你的个人信息，我们需要进行核实。真的吗？我完全不知道我买了什么彩票，这真的是一百万的大奖，听起来太不可思议了，你们能告诉我对不对？哦，是这样的，你之前的你之前在我们合作的购物平台上消费为动购得我们的彩票抽奖资格。然后我们系统显示你确实中了大奖，所以请放心，就是正规的抽奖活动啊。然后我确实经常在网上购物，但是就是一百万，这可真是一笔巨款。你们需要我的哪些信息呢？嗯，我得先确认一下，这是是不是真的。我完全理解你的顾虑，我完全理解你的顾虑。为了确认你的身份，我们需要你的姓名、身份证、号码和联系方式。此外，为了领取奖金，还需要提供一个银行账户信息，这样呢我们才能把奖金安全地转给你好，这应该挺正规的。不过呢我还是有点担心，毕竟这么大的金额，这个安全问题也很重要。你们能不能先给我一个官方的联系方式或者一个验证链接，让我确认一下。我们这里有个紧急情况奖金领取是有时间限制的。如果你不抓紧时间，可能会错过这次机会，我们没法提供验证链接，但你可以通过拨打我们的客服热线来核实。嗯，电话是四零零一是二三四五，请相信我们这次机会真的不容错过。,包含典型风险触发词,2026-06-27,101
taf-0168,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-2/tts_fraud_01054/tts_fraud_01054.mp3,True,银行诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,9.63,494,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，这里是您的银行客服中心，我们监测到您的账户可能被盗用。为了保障您的资金安全，需要您提供一些信息进行身份验证。您能配合我们吗？好好，你们这个银行怎么这么不安全，我的账户真的被盗...,您好，这里是您的银行客服中心，我们监测到您的账户可能被盗用。为了保障您的资金安全，需要您提供一些信息进行身份验证。,您好，这里是您的银行客服中心，我们监测到您的账户可能被盗用。为了保障您的资金安全，需要您提供一些信息进行身份验证。您能配合我们吗？好好，你们这个银行怎么这么不安全，我的账户真的被盗了吗？需要是这这我非常抱歉给您带来困全。我们正在积极处理这个问题。为了确保您的账户安全，我需要您提供身份证号码和最近一次转账的金额，以便我们核实您的身份，请您尽快提供好吗？哦，就是这样，那我身份证号码是等一下，我就得去拿拿下身份证证们真的能解决这个问题吗？当然，我们会全力以赴保护您的账户安全。请您准备好身份证号码后告诉我，我们马上开始处理，时间紧迫，麻烦您您快快速度的的那我这就去拿吧，你们一定要快点解决。我最近确实发现这个账户有点有些不对劲。好的，我每天会尽快处理我最近确身份份证码的。我最近一次转账的金额，我们马上进行核实。身份证号码。现在我找到这个是三十一号，一九七零一四年一零零一六，最近一次转账的金额是两千八百元。你一定要写着跟我讲清楚，非常感谢您的配合。我们已经记录了您的信息，会尽快核实并解决问题。如果有进展的话，我们会第一时间联系您，请您保持电话畅通。好的，谢谢你们，希望今后你们尽快解决。,包含典型风险触发词,2026-06-27,102
taf-0195,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00698/tts_fraud_00698.mp3,True,银行诈骗,投资理财诈骗,SC-02 投资理财诈骗,SC-02,投资理财诈骗,done,done,8.52,492,5,可直接用,是,L3 精品精审库,权威冒充；恐惧施压；利益诱导；信息索取,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，我是工商银行的客服人员，这里显示您的账户有异常活动，需要立即处理，否则可能会有资金安全风险。请问您现在方便吗？您好，我这边确实有点忙，还可以撤几分钟。时情，我们确体说说这个是...,您好，我是工商银行的客服人员，这里显示您的账户有异常活动，需要立即处理，否则可能会有资金安全风险。请问您现在方便吗？,您好，我是工商银行的客服人员，这里显示您的账户有异常活动，需要立即处理，否则可能会有资金安全风险。请问您现在方便吗？您好，我这边确实有点忙，还可以撤几分钟。时情，我们确体说说这个是什么异常活动。好的，感谢您的配合。或者检测到您的账户，有多笔不明交易可能是被盗用的迹象。为了您的资金安全，我们需要尽快核实一些信息。首先先问您最近是否进行了大额转账或消费，最近确实有一笔收益上的转账在嗯其其他我我太清楚这些不明交易是什么时候发生的，这些交易主要发生在昨天和今天早上。为了确保您的账户安全，我们需要您提供一下最近的转账记录，以便我们进行比对。您可以登录网上银行，将转账记录截图发给我，或者告诉我具体的交易详情。这个听起来挺严重，不过我一般不通过电话提供这些信息，请问会不会有风险？您能不能给我一个官方的客服电话，那我就直接打过去确认一下。我理解您的担心，这也是为了您的安全。不过，由于这些紧急情况，我们建议您尽快通过电话核实，以防止潜在的损失。如果您还是不放心，可以登录工商银行的官方网站，通过在线客服联系我们，但请您务必尽快处理时间，不等人我可以先帮您记录一下情况，然后您再通过官网确认。,包含典型风险触发词,2026-06-27,103
taf-0175,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-2/tts_fraud_01430/tts_fraud_01430.mp3,True,银行诈骗,公检法/身份核验诈骗,SC-01 冒充公检法,SC-01,冒充公检法,done,done,8.15,491,5,可直接用,是,L3 精品精审库,权威冒充；恐惧施压；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,问银行，我是招商银行客服，您的账户出现异常，需要您立即处理，否则可能会有资金安全的风险。为了您的资金安全，请您配合我们进行核实。你好，我是学生。一般不会有什么大额资金在银行账户里不...,问银行，我是招商银行客服，您的账户出现异常，需要您立即处理，否则可能会有资金安全的风险。为了您的资金安全，请您配合我们进行核实。,问银行，我是招商银行客服，您的账户出现异常，需要您立即处理，否则可能会有资金安全的风险。为了您的资金安全，请您配合我们进行核实。你好，我是学生。一般不会有什么大额资金在银行账户里不果，你说我的账户有异常，具体是什么问题呢？就是我确实需要了解一下。你好，感谢各位配合。嗯，发现您的账户有一笔不明来源账账金额是一百万元，这可能涉及及洗钱活动。那为了避免您的账户被冻结，我们需要您提供一些信息进行核实。请问您的身份证号码是多少一百万元？这太离谱了，我怎么可能有一百万元的不能转账，你们是不是搞错了？这个？而且我从没听说过银行会直接让客户提供身份证号码的，我怎么知道你是不是真的银行客服，我理解您的担忧，这种情况确实的很少见。为了保护您的权益，您可以先提供身份证号码的后六位，这样我们就可以初步核实您的身份。如果您不方便您提供，也可以直接到最近的招商银行分行进行核实，但请您尽快处理。因为这种关系到能不能账户安出，我还是不不太放心。毕竟这种事情涉及个人隐私，我打算先给招商银行的官方客服打电话确认一下。如果真是你们银行的通知，他们就会告诉我同样呢信息了，然后谢谢你的提醒。但我会先确认一下。,包含典型风险触发词,2026-06-27,104
taf-0161,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-2/tts_fraud_00640/tts_fraud_00640.mp3,True,银行诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,10.44,489,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，我是来自某某银行的客服专员。我姓李，我们发现您的账户有些异常活动需要您配合，我们进行一次安全验证，以确保您的资金安全。请问您现在就方便吗？哦，你愿意讨论哦，我这边现在比方便，...,您好，我是来自某某银行的客服专员。我姓李，我们发现您的账户有些异常活动需要您配合，我们进行一次安全验证，以确保您的资金安全。,"您好，我是来自某某银行的客服专员。我姓李，我们发现您的账户有些异常活动需要您配合，我们进行一次安全验证，以确保您的资金安全。请问您现在就方便吗？哦，你愿意讨论哦，我这边现在比方便，我最近确实比较忙，就是没太注意账户情况哦。您说的这个异常活动是指什么呢？需要我怎么配合？感谢您的配。我们监测到您的账户，有一笔疑似欺诈的交易金额是一千二百元。为了确保这不是他人盗用您的账户，我们需要您提供一些信息，以便我们尽快处理。首先您能告诉我您最近是否有进行过类似的交易吗？一千二百元啊，让我想起哦，停顿片刻哦，哦，我想起来了。就是前几天我确实在网上买了一个医疗设备，就是这个金额哦，这应该就是不是异常交易吧。好的，感谢您的确认。那我们还需要进一步核实一些信息，以确保您的资金安全。请问您可以提供一下您的身份证号和银行卡的后四位数字吗？这样呢我们可以尽快验证您的身份。好的，我明白了。身份证号呢是XX,XX提供了身份证号，银行卡的后四位是xxxx,这样就可以了。好的，感谢您配好会尽快处理这个问题，确保您的账户安全。如果有任何进一步的问题，我们会及时联系您微便好的，谢谢您的帮助，希望一切顺利。",包含典型风险触发词,2026-06-27,105
taf-0875,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00082/tts_fraud_00082.mp3,True,彩票诈骗,彩票中奖诈骗,SC-05 虚假中奖,SC-05,虚假中奖,done,done,6.66,488,5,可直接用,是,L3 精品精审库,权威冒充；利益诱导；信息索取；时间压力,随机开场/利益诱导话术/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，这里是国家彩票中心，恭喜您在本次的彩票抽奖中获得了特等奖，奖金高达五百万元，请提供您的个人信息，以便我们为您办理相关手续。啊，真的吗？太棒，我中了五百万元再不可思议。那我需要...,您好，这里是国家彩票中心，恭喜您在本次的彩票抽奖中获得了特等奖，奖金高达五百万元，请提供您的个人信息，以便我们为您办理相关手续。啊，真的吗？,您好，这里是国家彩票中心，恭喜您在本次的彩票抽奖中获得了特等奖，奖金高达五百万元，请提供您的个人信息，以便我们为您办理相关手续。啊，真的吗？太棒，我中了五百万元再不可思议。那我需要提供哪些信息？是的，恭喜您。为了确保您的奖金能够顺利发放，我们需要核对您的姓名、身份证号码和联系电话。另外，为了办理奖金领取，您还需要支付一笔小额手续费，这是一百元。这是用于处理相关税务和手续的。您可以选择通过银行转账的方式支付，我们这里有安全的支付渠道。好的，我明白了。那我需要马上转账吗？我手头上没有那么多现金，这没问题，手续费是一百元。您可以先通过其他方式筹集一下，我们这里可以等您奖金好了再进行转账。不过请您尽快因为奖金领取有一定的时效性，过期将视为自动放弃。您可以现在在进行转账账，这是我们的银行账户信息金行的。我明白，我觉得这就去筹集钱，然后马上转转账。谢谢您的提醒，就我一定会尽快处理。好好的，我理解，哎，您现在可能需要一点时间准备，请您尽快完成转账，便将转账凭证发给我们。我们会立即为您处理奖金人取事宜，祝您一切顺利，期待你能回复，再见。好的，我会尽快处理的，谢谢您的帮助，再见。,包含典型风险触发词,2026-06-27,106
taf-0176,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-2/tts_fraud_01432/tts_fraud_01432.mp3,True,银行诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,9.3,485,5,可直接用,是,L3 精品精审库,权威冒充；恐惧施压；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，我是您银行的客服代表。我姓张，我们发现您的账户有一些异常活动，需要您立即确认一些信息，来确保这个账户安全，您先方便。您好，张先生，我确实有些担心。不过在提供任何信息之前，我想...,您好，我是您银行的客服代表。我姓张，我们发现您的账户有一些异常活动，需要您立即确认一些信息，来确保这个账户安全，您先方便。,您好，我是您银行的客服代表。我姓张，我们发现您的账户有一些异常活动，需要您立即确认一些信息，来确保这个账户安全，您先方便。您好，张先生，我确实有些担心。不过在提供任何信息之前，我想确认一下您的身份，您能告诉我。我开户时用了这个身份证号后四位是多少吗？这样我就能确认您的身份，我理解您的担忧。但为了保护您的隐私，我们不能通过电话提供这类敏话信息，我建议您尽快提供所需信息，这样我们才能尽快处理并确保您的账户安全。您现在有时间吗？那我们可以立即处理，我明白您的意思。但为了确保我的账户安全，我还是希望先确认您的身份。比如说您能提供一个银行的固定电话号码，让我回拨确认一下吗？这样我们也会更放心一点。抱歉，由于我们正在进行紧急处理，无法提供固定电话号码，我们建议您不要拖延。因为您的账户目前处于风险，为了确保您的资金安全，请尽快提供您的身份证号码和银行账户信息，这样我们才能立即采取措施。我知道您是出于好意，但我还是希望您能理解我的担忧。如果我的账户真的有风险，我可以直接去附近的银行网点处理，这样就更安全一些。如果您真的不能提供一个可以核实的电话号码，恐怕就不能继续对话了。,包含典型风险触发词,2026-06-27,107
taf-0537,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_01930/tts_fraud_01930.mp3,True,客服诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,8.37,484,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，我是您开户银行的客服代表，我们监测到您的账户，有异常交易。为了您的资金安全，需要您配合，我们进行身份验证，请提供您的姓名和身份证号码。哦，您好，我姓张，但是我给您确认一下您是...,您好，我是您开户银行的客服代表，我们监测到您的账户，有异常交易。为了您的资金安全，需要您配合，我们进行身份验证，请提供您的姓名和身份证号码。,您好，我是您开户银行的客服代表，我们监测到您的账户，有异常交易。为了您的资金安全，需要您配合，我们进行身份验证，请提供您的姓名和身份证号码。哦，您好，我姓张，但是我给您确认一下您是不是真的银行客服。那您可以告诉我我的开户型名称和我的银行卡尾号后四位吗？这样我就能确定了。张先生，您的谨慎是可以理解的，但为了安全，我们不能在电话中提供这些具体信息。不过呢，我可以告诉您您的开户型确实是某某银行。而且我们这里显示您的银行卡尾号是以三八六结尾，您可以提供一些基本信息，我们就好尽快处理这个问题，避免您的资金受损。好的，那您呢提供一个银行的固定电话号码给我们，我这边打过去确认一下，我们放心一些。张先生，您这样谨慎是对的那为了尽快解决您的问题，我们建议您先通过电话核实身份，您可以告诉我您的姓名和身份证号码。我们可以在系统中核对，确认无误后，我会提供相关的电话给您，这样我们觉得双方都觉得安心。好，我还是觉得先通过银行的固定电话确认一下比较好。毕竟这个关系到我的资金安全，您能理解吗？嗯，就这样吧，我根本就是去银行网点或者直接拨打银行的客服电话，谢谢您的提醒，我会尽快处理的。,包含典型风险触发词,2026-06-27,108
taf-0485,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00802/tts_fraud_00802.mp3,True,客服诈骗,电商客服退款诈骗,SC-08 冒充客服退款,SC-08,冒充客服退款,done,done,8.82,480,5,可直接用,是,L3 精品精审库,权威冒充；恐惧施压；利益诱导；信息索取,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，这里是某宝客服，您的订单出现了问题，需要您配合处理一下。您方便吗？您好，我最近确实下单买了一些东西，具体是什么问题呢？您的订单在支付时出现的异常，系统显示支付未成功贷款项里的...,您好，这里是某宝客服，您的订单出现了问题，需要您配合处理一下。您方便吗？,您好，这里是某宝客服，您的订单出现了问题，需要您配合处理一下。您方便吗？您好，我最近确实下单买了一些东西，具体是什么问题呢？您的订单在支付时出现的异常，系统显示支付未成功贷款项里的扣除。您能需要您提供一下支付的这个银行卡号，以便我们为您处理，对吗？讲的那我需要提供银行卡号吗？啊，大部分有什么风险，请您放心。我们是正规平台处理这个问题有很多经验，为了您的资金安全，我们会尽快为您解决。如果不提供银行卡号，我们无法完成退款操作，您的订单也会受到影响。嗯，好的，我理解。不过呢我之前没遇到过这种情况，还是有点担心您能告诉我具体的操作步骤吗？我怕这个操作不当会有这个问题，而且理解您的担心。为了确保安全，您可以先提供银行卡号，我们会立即为您核实这个情况。一旦确认无误，我们就会直接将款项退回到您的银行卡中。这样既安全又快捷，您可以告诉我您的银行卡号码。嗯，那我还是先咨询一下我老公，他平时比较懂这些事，然后等我确认一下再给您回信，可以吗？好的，我理解。那请您尽快处理，因为系统会自动取消您的订单，这可能会影响到您的购物体验。请您尽快联系我，我会一直在，祝您一天愉快。,包含典型风险触发词,2026-06-27,109
taf-0208,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_01153/tts_fraud_01153.mp3,True,银行诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,7.94,476,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，这里是某某银行客服中心，我是客服代表小李。我们监测到您的银行卡可能涉及一笔异常交易，为了确保您的资金交全，需要您配合，我们进行身份证证，请您的姓名是。您好，是张伟。然后你说的...,您好，这里是某某银行客服中心，我是客服代表小李。我们监测到您的银行卡可能涉及一笔异常交易，为了确保您的资金交全，需要您配合，我们进行身份证证，请您的姓名是。,您好，这里是某某银行客服中心，我是客服代表小李。我们监测到您的银行卡可能涉及一笔异常交易，为了确保您的资金交全，需要您配合，我们进行身份证证，请您的姓名是。您好，是张伟。然后你说的异常交易是怎么回事儿？就是我最近确实没注意到有什么异常，张先生非常感谢您的配合。我们确实发现了一笔可疑的转账操作金额为五千六百元，时间大概是在今天上午十点左右。为了您的账户安全，我们需要尽快确认这是否为您的授权交易。那请问您当时有进行过这笔转账吗？哦，五千六百元，我确实不记得有这笔交易，那我觉得该怎么办呢？那先生就确实非常可以为了防止您的财产受到进一步损失，我们需要您提供一些信息来验证您的身份。请您提供一下开户式的身份的身份证号后六位以及银行预留的手机号码，我们将尽快为您处理。好的，千明白了。身份证号后六位是七六五四三二，然后预留的手机号码是一三五零零零零零零零零。嗯，你们尽快帮我查一下吧。张先生，感谢您的配合。我们已经记录了您的信息，会尽快调查此事。如果发现任何问题，我们会第一时间联系您，请您保持电话畅通，祝您生活愉快，再见。好的，谢谢你的帮助，希望一切顺利。,包含典型风险触发词,2026-06-27,110
taf-0478,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00696/tts_fraud_00696.mp3,True,客服诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,7.73,475,5,可直接用,是,L3 精品精审库,权威冒充；恐惧施压；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，您好，这里是某某银行的客服中心，我是小张。我们检测到您的账户，有异常交易，需要您配合进行一次安全验证，以确保您的资金安全。请您提供一下开户时的身份证号码好吗？哦，就是这样。然后...,喂，您好，这里是某某银行的客服中心，我是小张。我们检测到您的账户，有异常交易，需要您配合进行一次安全验证，以确保您的资金安全。,喂，您好，这里是某某银行的客服中心，我是小张。我们检测到您的账户，有异常交易，需要您配合进行一次安全验证，以确保您的资金安全。请您提供一下开户时的身份证号码好吗？哦，就是这样。然后然后呢就是这样，我最近确实收到过一些可疑短信，就是这样。不过身份证号码这么重要的信息，就是能先告诉我具体是什么异常交易吗？我得确认一下是不是真的，那当然可以理解，安全第一嘛。根据我们的系统显示，您的账户在昨晚有连续三笔大额转账，总金额就达到了一万元。但这些交易似乎并不符合您的常规交易习惯为过。确保这些交易是您本人操作的，我们需要您配合进行身份验证。您看先提供身份证号码，这样我们也好尽快处理，避免您的资金损失一万元。这确实不是我操作的，我过需要您配合您的异疑短信。要不就这样，我先去银行的网点查一下，然后确认后再联系你们，可以吗？这确实是是个好主意，不过银行网点可能需要排队，而且今天已经是晚上了，网点可能已经关门了。为了不耽误您的时间，您可以先提供身份证号码。我们这边会立即冻结您的账户，防止资金进一步损失。这样一来，明天您再去网点也会更加方便处理。您看这样真的行。,包含典型风险触发词,2026-06-27,111
taf-0203,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-multi-agent-3/tts_fraud_00938/tts_fraud_00938.mp3,True,银行诈骗,银行账户异常/身份验证诈骗,SC-13 银行账户异常诈骗,SC-13,银行账户异常诈骗,done,done,7.76,474,5,可直接用,是,L3 精品精审库,权威冒充；信息索取；时间压力,随机开场/客服类追问/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,您好，我是工商银行的客服专员，名字叫李伟。我们发现您的银行账户有一些异常交易，需要您配合我们进行核实。那为了您的账户安全，请问您现在方便接听电话吗？您好，李伟，我在学校窗口不太方便...,您好，我是工商银行的客服专员，名字叫李伟。我们发现您的银行账户有一些异常交易，需要您配合我们进行核实。,您好，我是工商银行的客服专员，名字叫李伟。我们发现您的银行账户有一些异常交易，需要您配合我们进行核实。那为了您的账户安全，请问您现在方便接听电话吗？您好，李伟，我在学校窗口不太方便接听电话，不过你可以告诉我具体情况，我会尽快处理。好的，感谢您的配合。我们发现您的账户在十分钟前就有一笔金额为一千二百元的转账记录。在根据我们系统显示，这笔交易定是您本人操作。对了，您的资金安全，我们需要立即采取措施。您能提供一下您的身份证号码和银行账户吗？这样我们就可以快速锁定账户，防止进一步的损失。我明白了，不过我先需要确认一下您的身份，你能告诉我我的姓名和这个账号的后四位数字吗？这样我可以相信你真正的这个工商银行客服。好的，我理解您的顾虑。您的姓名呢是张伟银行账号的后四位，数字呢是一二三四。请您尽快告诉我的身份证号码和完整银行账户，这样我们才能确保您的资金安全。嗯，时间紧迫，我们需要马上行动。对不起，我还是不太放心。我之前听说过类似的诈骗手段，他们能获取到一些个人信息。我还是先挂断电话，自己去工商银行核实一下吧。谢谢你的好意，但我会觉得自己处理这件事。,包含典型风险触发词,2026-06-27,112
taf-0621,train,TeleAntiFraud公开数据集-HuggingFace/ModelScope镜像；本地Paraformer-zh热词转写；AI辅助复核,audio/NEG-imitate-12/tts_test3427/tts_test3427.mp3,True,投资诈骗,投资理财诈骗,SC-02 投资理财诈骗,SC-02,投资理财诈骗,done,done,8.28,473,5,可直接用,是,L3 精品精审库,恐惧施压；利益诱导；时间压力,随机开场/收益诱导话术/报告案例,通过-精品,可直接进入精品库,开场白/追问话术/报告案例,喂，你好，这是小李，你最近是不是在找一些投资理财的机会？嗯嗯，是的，最近确实就是有些闲钱，想看看有什么好的投资机会太好了。我们这边有一个非常稳健的投资项目，年化收益可以达到百分之十...,喂，你好，这是小李，你最近是不是在找一些投资理财的机会？嗯嗯，是的，最近确实就是有些闲钱，想看看有什么好的投资机会太好了。,"喂，你好，这是小李，你最近是不是在找一些投资理财的机会？嗯嗯，是的，最近确实就是有些闲钱，想看看有什么好的投资机会太好了。我们这边有一个非常稳健的投资项目，年化收益可以达到百分之十，而且风险非常低，听起来不错。你详细细介绍一下，当然可以。这个项目是由我们公司与几家知名金融机构合作推出的，主要投资于债券和优质股权，非常安全。那这个项目怎么参与？很简单，你只需要下载我们的APP,然后注册一个账号，然后就可以进行投资了。然后我们还有专业的投资顾问团队，随时为你提供咨询下载APP.这个APP叫什么名字？我们的APP叫财富通，你可以在手机应用商店搜索财富通就下载。好的，我们去下来看看。然后这个项目最低投资金额是多少？最低投资金额是一万元。不过为了让让你更有信心，我们这次有一个特别活动，首次投资五千就可以参与五千。那我就先试试看看好，就是你下载APP之后呢，可以直接在首页找到这个投资项目，然后点击这个投资就可以了。如果有任何问题可以随时联系我。好的，谢谢你的推荐。然后我会尽快下载APPU,并尝试投资。不客气，祝你投资顺利，有什么问题随时联系我。",包含典型风险触发词,2026-06-27,113
