sample_id,source_split,audio_path,answers,has_fraud_binary,has_normal_binary,fraud_types,scene_labels,message_counts,audio_exists_in_zip,transcript_status,transcript_text
taf-0162,train,audio/NEG-multi-agent-2/tts_fraud_00714/tts_fraud_00714.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0163,train,audio/NEG-multi-agent-2/tts_fraud_00726/tts_fraud_00726.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0164,train,audio/NEG-multi-agent-2/tts_fraud_00760/tts_fraud_00760.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0165,train,audio/NEG-multi-agent-2/tts_fraud_00872/tts_fraud_00872.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0166,train,audio/NEG-multi-agent-2/tts_fraud_00982/tts_fraud_00982.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0167,train,audio/NEG-multi-agent-2/tts_fraud_01030/tts_fraud_01030.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0168,train,audio/NEG-multi-agent-2/tts_fraud_01054/tts_fraud_01054.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0169,train,audio/NEG-multi-agent-2/tts_fraud_01095/tts_fraud_01095.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0170,train,audio/NEG-multi-agent-2/tts_fraud_01211/tts_fraud_01211.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0171,train,audio/NEG-multi-agent-2/tts_fraud_01237/tts_fraud_01237.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0172,train,audio/NEG-multi-agent-2/tts_fraud_01264/tts_fraud_01264.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0173,train,audio/NEG-multi-agent-2/tts_fraud_01267/tts_fraud_01267.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0174,train,audio/NEG-multi-agent-2/tts_fraud_01382/tts_fraud_01382.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0175,train,audio/NEG-multi-agent-2/tts_fraud_01430/tts_fraud_01430.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0176,train,audio/NEG-multi-agent-2/tts_fraud_01432/tts_fraud_01432.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0177,train,audio/NEG-multi-agent-2/tts_fraud_01436/tts_fraud_01436.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0178,train,audio/NEG-multi-agent-2/tts_fraud_01442/tts_fraud_01442.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0179,train,audio/NEG-multi-agent-2/tts_fraud_01565/tts_fraud_01565.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0180,train,audio/NEG-multi-agent-2/tts_fraud_01604/tts_fraud_01604.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0181,train,audio/NEG-multi-agent-2/tts_fraud_01709/tts_fraud_01709.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0182,train,audio/NEG-multi-agent-2/tts_fraud_01716/tts_fraud_01716.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0183,train,audio/NEG-multi-agent-2/tts_fraud_01725/tts_fraud_01725.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0184,train,audio/NEG-multi-agent-2/tts_fraud_01731/tts_fraud_01731.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0185,train,audio/NEG-multi-agent-2/tts_fraud_01809/tts_fraud_01809.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0186,train,audio/NEG-multi-agent-2/tts_fraud_01813/tts_fraud_01813.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0187,train,audio/NEG-multi-agent-2/tts_fraud_01862/tts_fraud_01862.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0188,train,audio/NEG-multi-agent-2/tts_fraud_01898/tts_fraud_01898.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0189,train,audio/NEG-multi-agent-2/tts_fraud_01939/tts_fraud_01939.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0190,train,audio/NEG-multi-agent-3/tts_fraud_00022/tts_fraud_00022.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0191,train,audio/NEG-multi-agent-3/tts_fraud_00201/tts_fraud_00201.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0192,train,audio/NEG-multi-agent-3/tts_fraud_00387/tts_fraud_00387.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0193,train,audio/NEG-multi-agent-3/tts_fraud_00398/tts_fraud_00398.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0194,train,audio/NEG-multi-agent-3/tts_fraud_00601/tts_fraud_00601.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0195,train,audio/NEG-multi-agent-3/tts_fraud_00698/tts_fraud_00698.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0196,train,audio/NEG-multi-agent-3/tts_fraud_00732/tts_fraud_00732.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0197,train,audio/NEG-multi-agent-3/tts_fraud_00767/tts_fraud_00767.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0198,train,audio/NEG-multi-agent-3/tts_fraud_00814/tts_fraud_00814.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0199,train,audio/NEG-multi-agent-3/tts_fraud_00866/tts_fraud_00866.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0200,train,audio/NEG-multi-agent-3/tts_fraud_00867/tts_fraud_00867.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0201,train,audio/NEG-multi-agent-3/tts_fraud_00886/tts_fraud_00886.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0202,train,audio/NEG-multi-agent-3/tts_fraud_00900/tts_fraud_00900.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0203,train,audio/NEG-multi-agent-3/tts_fraud_00938/tts_fraud_00938.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0204,train,audio/NEG-multi-agent-3/tts_fraud_01030/tts_fraud_01030.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0205,train,audio/NEG-multi-agent-3/tts_fraud_01058/tts_fraud_01058.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0206,train,audio/NEG-multi-agent-3/tts_fraud_01108/tts_fraud_01108.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0207,train,audio/NEG-multi-agent-3/tts_fraud_01113/tts_fraud_01113.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0208,train,audio/NEG-multi-agent-3/tts_fraud_01153/tts_fraud_01153.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0209,train,audio/NEG-multi-agent-3/tts_fraud_01207/tts_fraud_01207.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0210,train,audio/NEG-multi-agent-3/tts_fraud_01208/tts_fraud_01208.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0211,train,audio/NEG-multi-agent-3/tts_fraud_01210/tts_fraud_01210.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0212,train,audio/NEG-multi-agent-3/tts_fraud_01273/tts_fraud_01273.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0213,train,audio/NEG-multi-agent-3/tts_fraud_01317/tts_fraud_01317.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0214,train,audio/NEG-multi-agent-3/tts_fraud_01389/tts_fraud_01389.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0215,train,audio/NEG-multi-agent-3/tts_fraud_01436/tts_fraud_01436.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0216,train,audio/NEG-multi-agent-3/tts_fraud_01440/tts_fraud_01440.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0217,train,audio/NEG-multi-agent-3/tts_fraud_01441/tts_fraud_01441.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0218,train,audio/NEG-multi-agent-3/tts_fraud_01565/tts_fraud_01565.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0219,train,audio/NEG-multi-agent-3/tts_fraud_01601/tts_fraud_01601.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0220,train,audio/NEG-multi-agent-3/tts_fraud_01608/tts_fraud_01608.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0221,train,audio/NEG-multi-agent-3/tts_fraud_01641/tts_fraud_01641.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0222,train,audio/NEG-multi-agent-3/tts_fraud_01703/tts_fraud_01703.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0223,train,audio/NEG-multi-agent-3/tts_fraud_01724/tts_fraud_01724.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0224,train,audio/NEG-multi-agent-3/tts_fraud_01734/tts_fraud_01734.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0225,train,audio/NEG-multi-agent-3/tts_fraud_01875/tts_fraud_01875.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0226,train,audio/NEG-multi-agent-3/tts_fraud_01885/tts_fraud_01885.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0227,train,audio/NEG-multi-agent-3/tts_fraud_01890/tts_fraud_01890.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0228,train,audio/NEG-multi-agent-3/tts_fraud_01925/tts_fraud_01925.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0229,train,audio/NEG-multi-agent-3/tts_fraud_01933/tts_fraud_01933.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0230,train,audio/NEG-multi-agent-3/tts_fraud_01939/tts_fraud_01939.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0231,train,audio/NEG-multi-agent-3/tts_fraud_01963/tts_fraud_01963.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0232,train,audio/NEG-imitate-10/tts_test1082/tts_test1082.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0233,train,audio/NEG-imitate-10/tts_test1092/tts_test1092.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0234,train,audio/NEG-imitate-10/tts_test1154/tts_test1154.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0235,train,audio/NEG-imitate-10/tts_test1179/tts_test1179.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0236,train,audio/NEG-imitate-10/tts_test1182/tts_test1182.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0237,train,audio/NEG-imitate-10/tts_test1195/tts_test1195.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0238,train,audio/NEG-imitate-10/tts_test1223/tts_test1223.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0239,train,audio/NEG-imitate-10/tts_test1251/tts_test1251.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0240,train,audio/NEG-imitate-10/tts_test1263/tts_test1263.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0241,train,audio/NEG-imitate-10/tts_test1264/tts_test1264.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0242,train,audio/NEG-imitate-10/tts_test133/tts_test133.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0243,train,audio/NEG-imitate-10/tts_test134/tts_test134.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0244,train,audio/NEG-imitate-10/tts_test1348/tts_test1348.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0245,train,audio/NEG-imitate-10/tts_test1400/tts_test1400.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0246,train,audio/NEG-imitate-10/tts_test1401/tts_test1401.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0247,train,audio/NEG-imitate-10/tts_test1407/tts_test1407.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0248,train,audio/NEG-imitate-10/tts_test1446/tts_test1446.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0249,train,audio/NEG-imitate-10/tts_test1456/tts_test1456.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0250,train,audio/NEG-imitate-10/tts_test1481/tts_test1481.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0251,train,audio/NEG-imitate-10/tts_test16/tts_test16.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0252,train,audio/NEG-imitate-10/tts_test1625/tts_test1625.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0253,train,audio/NEG-imitate-10/tts_test1650/tts_test1650.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0254,train,audio/NEG-imitate-10/tts_test239/tts_test239.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0255,train,audio/NEG-imitate-10/tts_test313/tts_test313.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0256,train,audio/NEG-imitate-10/tts_test329/tts_test329.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0257,train,audio/NEG-imitate-10/tts_test333/tts_test333.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0258,train,audio/NEG-imitate-10/tts_test339/tts_test339.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0259,train,audio/NEG-imitate-10/tts_test370/tts_test370.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0260,train,audio/NEG-imitate-10/tts_test376/tts_test376.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0261,train,audio/NEG-imitate-10/tts_test382/tts_test382.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0262,train,audio/NEG-imitate-10/tts_test518/tts_test518.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0263,train,audio/NEG-imitate-10/tts_test521/tts_test521.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0264,train,audio/NEG-imitate-10/tts_test540/tts_test540.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0265,train,audio/NEG-imitate-10/tts_test598/tts_test598.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0266,train,audio/NEG-imitate-10/tts_test605/tts_test605.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0267,train,audio/NEG-imitate-10/tts_test625/tts_test625.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0268,train,audio/NEG-imitate-10/tts_test66/tts_test66.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0269,train,audio/NEG-imitate-10/tts_test660/tts_test660.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0270,train,audio/NEG-imitate-10/tts_test665/tts_test665.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0271,train,audio/NEG-imitate-10/tts_test683/tts_test683.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0272,train,audio/NEG-imitate-10/tts_test688/tts_test688.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0273,train,audio/NEG-imitate-10/tts_test694/tts_test694.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0274,train,audio/NEG-imitate-10/tts_test700/tts_test700.mp3,fraud;客服诈骗;日常购物,true,false,客服诈骗,日常购物,2;4;6,True,pending,
taf-0275,train,audio/NEG-imitate-10/tts_test732/tts_test732.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0276,train,audio/NEG-imitate-10/tts_test824/tts_test824.mp3,fraud;客服诈骗;日常购物,true,false,客服诈骗,日常购物,2;4;6,True,pending,
taf-0277,train,audio/NEG-imitate-10/tts_test85/tts_test85.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0278,train,audio/NEG-imitate-10/tts_test859/tts_test859.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0279,train,audio/NEG-imitate-10/tts_test869/tts_test869.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0280,train,audio/NEG-imitate-10/tts_test888/tts_test888.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0281,train,audio/NEG-imitate-10/tts_test891/tts_test891.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0282,train,audio/NEG-imitate-10/tts_test935/tts_test935.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0283,train,audio/NEG-imitate-10/tts_test950/tts_test950.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0284,train,audio/NEG-imitate-10/tts_test962/tts_test962.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0285,train,audio/NEG-imitate-10/tts_test974/tts_test974.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0286,train,audio/NEG-imitate-10/tts_test984/tts_test984.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0287,train,audio/NEG-imitate-11/tts_test1731/tts_test1731.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0288,train,audio/NEG-imitate-11/tts_test1743/tts_test1743.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0289,train,audio/NEG-imitate-11/tts_test1823/tts_test1823.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0290,train,audio/NEG-imitate-11/tts_test1827/tts_test1827.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0291,train,audio/NEG-imitate-11/tts_test1830/tts_test1830.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0292,train,audio/NEG-imitate-11/tts_test1847/tts_test1847.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0293,train,audio/NEG-imitate-11/tts_test1888/tts_test1888.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0294,train,audio/NEG-imitate-11/tts_test1904/tts_test1904.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0295,train,audio/NEG-imitate-11/tts_test1930/tts_test1930.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0296,train,audio/NEG-imitate-11/tts_test1938/tts_test1938.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0297,train,audio/NEG-imitate-11/tts_test1961/tts_test1961.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0298,train,audio/NEG-imitate-11/tts_test1994/tts_test1994.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0299,train,audio/NEG-imitate-11/tts_test2009/tts_test2009.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0300,train,audio/NEG-imitate-11/tts_test2020/tts_test2020.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0301,train,audio/NEG-imitate-11/tts_test2059/tts_test2059.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0302,train,audio/NEG-imitate-11/tts_test2086/tts_test2086.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0303,train,audio/NEG-imitate-11/tts_test2092/tts_test2092.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0304,train,audio/NEG-imitate-11/tts_test2093/tts_test2093.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0305,train,audio/NEG-imitate-11/tts_test2101/tts_test2101.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0306,train,audio/NEG-imitate-11/tts_test2178/tts_test2178.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0307,train,audio/NEG-imitate-11/tts_test2245/tts_test2245.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0308,train,audio/NEG-imitate-11/tts_test2272/tts_test2272.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0309,train,audio/NEG-imitate-11/tts_test2274/tts_test2274.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0310,train,audio/NEG-imitate-11/tts_test2286/tts_test2286.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0311,train,audio/NEG-imitate-11/tts_test2329/tts_test2329.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0312,train,audio/NEG-imitate-11/tts_test2371/tts_test2371.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0313,train,audio/NEG-imitate-11/tts_test2445/tts_test2445.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0314,train,audio/NEG-imitate-11/tts_test2472/tts_test2472.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0315,train,audio/NEG-imitate-11/tts_test2492/tts_test2492.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0316,train,audio/NEG-imitate-11/tts_test2515/tts_test2515.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0317,train,audio/NEG-imitate-11/tts_test2547/tts_test2547.mp3,fraud;客服诈骗;日常购物,true,false,客服诈骗,日常购物,2;4;6,True,pending,
taf-0318,train,audio/NEG-imitate-11/tts_test2552/tts_test2552.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
taf-0319,train,audio/NEG-imitate-12/tts_test2613/tts_test2613.mp3,fraud;咨询客服;客服诈骗,true,false,客服诈骗,咨询客服,2;4;6,True,pending,
